year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,brand
2011,250000,170000,Diesel,Individual,Manual,First Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2012,311000,100000,Diesel,Individual,Manual,First Owner,,,,,,Toyota
2014,450000,13500,Petrol,Individual,Manual,First Owner,24.594594594594593,1199.0,82.4,108.5,5.0,Chevrolet
2014,238000,60000,Petrol,Individual,Manual,First Owner,24.216216216216218,1086.0,62.1,96.1,5.0,Hyundai
2008,130000,120000,Petrol,Individual,Manual,Second Owner,26.77027027027027,1086.0,68.05,99.04,5.0,Hyundai
2005,75000,110000,Diesel,Individual,Manual,Second Owner,,,,,,Tata
2015,700000,80000,Diesel,Individual,Manual,Second Owner,24.63855421686747,1461.0,83.8,200.0,5.0,Nissan
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,20.24096385542169,1984.0,150.0,350.0,5.0,Volvo
2015,1225000,39000,Diesel,Dealer,Manual,First Owner,19.27710843373494,2179.0,140.0,330.0,7.0,Mahindra
2013,830000,215000,Diesel,Individual,Manual,First Owner,15.650602409638555,2494.0,100.0,200.0,7.0,Toyota
2016,1800000,30000,Diesel,Individual,Automatic,First Owner,13.686746987951807,2755.0,171.5,360.0,7.0,Toyota
2017,290000,10000,Petrol,Individual,Manual,Second Owner,32.36486486486486,998.0,67.05,90.0,5.0,Maruti
2006,120000,141000,Petrol,Individual,Manual,Second Owner,23.37837837837838,993.0,60.0,78.0,5.0,Maruti
2014,611000,90000,Diesel,Individual,Manual,Second Owner,16.867469879518072,2523.0,75.0,200.0,7.0,Mahindra
2014,351000,25000,Petrol,Individual,Manual,First Owner,27.513513513513512,1197.0,78.9,111.7,5.0,Hyundai
2014,300000,74537,Petrol,Individual,Manual,Second Owner,27.716216216216218,998.0,67.04,90.0,5.0,Maruti
2017,285000,25000,Petrol,Individual,Manual,Second Owner,33.37837837837838,796.0,47.3,69.0,5.0,Maruti
2012,300000,110000,Diesel,Individual,Manual,Third Owner,27.59036144578313,1248.0,74.0,190.0,5.0,Maruti
2018,540000,30000,Diesel,Individual,Manual,First Owner,28.91566265060241,1186.0,73.97,190.24,5.0,Hyundai
2005,80000,90000,Petrol,Individual,Automatic,Second Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2011,150000,70000,Petrol,Individual,Manual,Second Owner,22.2972972972973,1172.0,65.0,96.0,5.0,Tata
2008,190000,80000,Diesel,Individual,Manual,Second Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2018,1575000,30000,Diesel,Individual,Manual,First Owner,21.204819277108438,2179.0,153.86,400.0,7.0,Tata
2017,570000,25272,Petrol,Trustmark Dealer,Manual,First Owner,28.391891891891895,1197.0,81.8,113.0,5.0,Maruti
2011,220000,222300,Diesel,Individual,Manual,First Owner,26.590361445783135,1199.0,73.9,180.0,5.0,Volkswagen
2010,150000,90000,Diesel,Individual,Manual,First Owner,20.481927710843376,1405.0,70.0,132.3529411764706,5.0,Tata
2012,540000,100000,Petrol,Individual,Manual,Second Owner,22.702702702702705,1497.0,116.3,146.0,5.0,Honda
2017,330000,50000,Petrol,Individual,Manual,First Owner,32.36486486486486,998.0,67.05,90.0,5.0,Maruti
2012,335000,72072,Diesel,Dealer,Manual,First Owner,25.421686746987955,1248.0,73.9,113.0,5.0,Maruti
2016,2900000,31000,Diesel,Dealer,Automatic,First Owner,15.66265060240964,2143.0,204.0,500.0,5.0,Mercedes-Benz
2005,250000,80000,Diesel,Individual,Manual,First Owner,16.3855421686747,2523.0,63.0,180.0,7.0,Mahindra
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,29.72972972972973,1197.0,81.8,113.0,5.0,Maruti
2015,245000,36710,Petrol,Individual,Manual,Second Owner,30.729729729729726,796.0,47.3,69.0,5.0,Maruti
2017,500000,15000,Petrol,Individual,Manual,First Owner,24.54054054054054,1196.0,86.8,112.0,5.0,Ford
2010,215000,120000,Diesel,Individual,Manual,Third Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,30.22972972972973,2487.0,214.56,202.0,5.0,Lexus
2015,900000,168000,Diesel,Individual,Manual,First Owner,24.819277108433738,1968.0,141.0,320.0,5.0,Skoda
2019,890000,13000,Diesel,Dealer,Manual,First Owner,21.759036144578314,2523.0,63.0,182.5,7.0,Mahindra
2012,165000,70000,Diesel,Individual,Manual,Second Owner,30.65060240963856,936.0,57.6,150.0,5.0,Chevrolet
2015,416000,80000,Diesel,Individual,Manual,First Owner,24.26506024096386,1498.0,88.8,230.0,5.0,Volkswagen
2017,600000,34000,Petrol,Dealer,Manual,Second Owner,28.918918918918916,1197.0,83.1,115.0,5.0,Maruti
2008,375000,90000,Petrol,Individual,Manual,Third Owner,18.243243243243242,1799.0,130.0,172.0,5.0,Honda
2012,400000,74500,Diesel,Individual,Manual,First Owner,,,,,,Toyota
2015,340000,110000,Petrol,Individual,Manual,First Owner,23.743243243243246,1193.0,88.7,140.0,5.0,Tata
2014,600000,70000,Diesel,Individual,Manual,First Owner,31.32530120481928,1498.0,98.6,200.0,5.0,Honda
2012,265000,20000,Petrol,Individual,Manual,Third Owner,26.77027027027027,1086.0,68.05,99.04,5.0,Hyundai
2017,890000,18300,Petrol,Individual,Manual,First Owner,24.054054054054056,1497.0,117.3,145.0,5.0,Honda
2012,310000,86000,Diesel,Individual,Manual,First Owner,16.867469879518072,2498.0,112.0,260.0,8.0,Mahindra
2017,550000,2000,Diesel,Individual,Manual,Second Owner,30.602409638554217,1186.0,73.97,190.25,5.0,Hyundai
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,23.289156626506024,1999.0,177.0,430.0,5.0,Jaguar
2008,500000,154000,Diesel,Individual,Manual,Third Owner,15.421686746987953,2494.0,102.0,200.0,8.0,Toyota
2016,575000,45000,Petrol,Individual,Manual,First Owner,28.918918918918916,1197.0,83.1,115.0,5.0,Maruti
2018,800000,85000,Diesel,Individual,Manual,Second Owner,25.903614457831328,1497.0,108.5,260.0,5.0,Tata
2015,822000,60000,Diesel,Individual,Manual,First Owner,23.698795180722893,1582.0,126.2,259.9,5.0,Hyundai
2015,535000,40000,Diesel,Dealer,Manual,First Owner,31.578313253012052,1248.0,88.5,200.0,5.0,Maruti
2013,600000,60000,Diesel,Individual,Manual,First Owner,14.518072289156628,2179.0,120.0,290.0,8.0,Mahindra
2011,320000,120000,Diesel,Individual,Manual,Second Owner,,,,,,Maruti
2010,200000,175000,Diesel,Individual,Manual,First Owner,23.0,1396.0,69.0,135.0,5.0,Tata
2012,220000,70000,Diesel,Individual,Manual,Third Owner,25.132530120481928,1199.0,75.0,180.0,5.0,Skoda
2010,490000,110000,Diesel,Individual,Automatic,First Owner,14.204819277108433,2179.0,120.0,290.0,8.0,Mahindra
2017,710000,60000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2014,280000,185000,Diesel,Individual,Manual,Third Owner,23.49397590361446,1248.0,75.0,197.0,5.0,Fiat
2008,105000,128000,Petrol,Individual,Manual,First Owner,,1086.0,62.0,96.1,5.0,Hyundai
2016,550000,76000,Diesel,Individual,Manual,First Owner,32.036144578313255,1248.0,74.0,190.0,5.0,Maruti
2018,1675000,80000,Diesel,Individual,Manual,First Owner,20.60240963855422,1956.0,170.0,350.0,5.0,Jeep
2017,850000,110000,Diesel,Individual,Manual,First Owner,18.55421686746988,2523.0,75.0,200.0,7.0,Mahindra
2019,585000,10000,Petrol,Individual,Manual,First Owner,28.662162162162165,1197.0,81.8,113.0,5.0,Maruti
2015,516000,90000,Petrol,Individual,Manual,First Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2017,655000,70000,Diesel,Individual,Manual,First Owner,34.21686746987952,1248.0,74.02,190.0,5.0,Maruti
2011,175000,11000,Petrol,Dealer,Manual,First Owner,32.36486486486486,998.0,67.05,90.0,5.0,Maruti
2007,150000,80000,Petrol,Individual,Manual,Third Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2017,370000,30000,Petrol,Individual,Manual,First Owner,32.36486486486486,998.0,67.05,90.0,5.0,Maruti
2012,525000,120000,Diesel,Individual,Manual,First Owner,14.518072289156628,2179.0,120.0,290.0,8.0,Mahindra
2015,250000,155000,Diesel,Individual,Manual,Second Owner,26.867469879518076,1248.0,74.0,190.0,5.0,Tata
2002,150000,80000,Petrol,Individual,Manual,Second Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2016,325000,50000,Petrol,Individual,Manual,First Owner,27.716216216216218,998.0,67.04,90.0,5.0,Maruti
2016,950000,80000,Diesel,Individual,Manual,First Owner,15.650602409638555,2494.0,100.6,200.0,7.0,Toyota
2011,210000,100000,Diesel,Individual,Manual,First Owner,23.49397590361446,1199.0,75.0,180.0,5.0,Skoda
2014,300000,51000,Petrol,Individual,Manual,First Owner,24.594594594594593,1199.0,82.5,108.5,5.0,Chevrolet
2011,150000,120000,Diesel,Individual,Manual,First Owner,27.74698795180723,1396.0,69.0,140.0,5.0,Tata
2017,725000,40000,Diesel,Dealer,Manual,First Owner,22.277108433734938,1493.0,100.0,240.0,7.0,Mahindra
2018,2900000,15000,Diesel,Dealer,Automatic,First Owner,21.987951807228917,1968.0,187.74,400.0,5.0,Audi
2018,740000,38817,Diesel,Dealer,Manual,First Owner,33.0,1248.0,74.0,190.0,5.0,Maruti
2017,470000,30000,Petrol,Individual,Manual,First Owner,25.54054054054054,1197.0,81.86,113.75,5.0,Hyundai
2013,345000,40000,Diesel,Individual,Manual,First Owner,26.3855421686747,1396.0,88.8,219.7,5.0,Hyundai
2015,449000,34156,Petrol,Dealer,Manual,First Owner,22.256756756756754,1198.0,74.0,110.0,5.0,Volkswagen
2007,150000,35000,Petrol,Individual,Manual,First Owner,24.594594594594593,1061.0,64.0,84.0,5.0,Maruti
2015,850000,90000,Diesel,Individual,Manual,First Owner,18.19277108433735,2179.0,140.0,330.0,7.0,Mahindra
2018,1180000,5500,Petrol,Individual,Manual,First Owner,23.513513513513512,1497.0,117.6,145.0,5.0,Honda
2017,800000,14000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2015,600000,70000,Diesel,Individual,Manual,First Owner,31.578313253012052,1248.0,88.5,200.0,5.0,Maruti
2014,350000,100000,Diesel,Individual,Manual,First Owner,28.91566265060241,1120.0,70.0,160.0,5.0,Hyundai
2010,275000,80000,Diesel,Individual,Manual,Fourth & Above Owner,26.590361445783135,1199.0,73.9,180.0,5.0,Volkswagen
2018,390000,25000,Petrol,Individual,Manual,Second Owner,27.716216216216218,998.0,67.04,90.0,5.0,Maruti
2020,737000,10000,Petrol,Individual,Automatic,First Owner,25.351351351351354,1462.0,103.26,138.0,5.0,Maruti
2014,200000,55896,Diesel,Individual,Manual,Second Owner,30.120481927710845,1396.0,69.0,140.0,5.0,Tata
2012,675000,120000,Diesel,Individual,Manual,Second Owner,18.19277108433735,2179.0,140.0,330.0,7.0,Mahindra
2013,250000,110000,Diesel,Individual,Manual,First Owner,24.096385542168676,1399.0,68.1,160.0,5.0,Ford
2014,490000,100000,Diesel,Individual,Manual,First Owner,29.397590361445783,1120.0,71.0,180.4,5.0,Hyundai
2013,320000,100000,Diesel,Individual,Manual,Third Owner,27.59036144578313,1248.0,74.0,190.0,5.0,Maruti
2010,125000,40000,Petrol,Individual,Manual,Second Owner,21.62162162162162,1368.0,90.0,115.0,5.0,Fiat
2018,750000,15000,Petrol,Dealer,Manual,First Owner,29.72972972972973,1197.0,81.8,113.0,5.0,Maruti
2017,650000,50000,Diesel,Individual,Manual,First Owner,31.084337349397593,1498.0,98.6,200.0,5.0,Honda
2013,150000,90000,Diesel,Individual,Manual,Second Owner,23.373493975903614,1405.0,70.0,135.4,5.0,Tata
2010,150000,70000,Diesel,Individual,Manual,Third Owner,18.91566265060241,1405.0,70.0,140.19607843137257,5.0,Tata
2012,450000,100000,Diesel,Individual,Manual,First Owner,22.903614457831328,1461.0,108.45,248.0,5.0,Renault
2016,800000,70000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2017,2700000,23000,Diesel,Dealer,Automatic,First Owner,21.566265060240962,2143.0,136.0,300.0,5.0,Mercedes-Benz
2010,150000,110000,Petrol,Individual,Manual,First Owner,,1086.0,62.0,96.1,5.0,Hyundai
2008,320000,100000,Diesel,Individual,Manual,Second Owner,15.301204819277109,2609.0,116.6,277.4509803921569,9.0,Mahindra
1997,57000,110000,Diesel,Individual,Manual,Third Owner,,,,,,Peugeot
2008,150000,70000,Petrol,Individual,Manual,Third Owner,23.91891891891892,1497.0,78.0,124.50980392156863,5.0,Honda
2012,540000,90000,Diesel,Individual,Manual,Third Owner,14.518072289156628,2179.0,120.0,290.0,8.0,Mahindra
2015,245000,40000,Petrol,Individual,Manual,First Owner,30.729729729729726,796.0,47.3,69.0,5.0,Maruti
2017,350000,50000,Diesel,Individual,Manual,First Owner,30.120481927710845,1396.0,69.01,140.0,5.0,Tata
2012,600000,85000,Diesel,Individual,Manual,First Owner,25.819277108433734,1364.0,87.2,205.0,5.0,Toyota
2018,2900000,49000,Diesel,Individual,Automatic,First Owner,15.542168674698797,2755.0,174.5,450.0,7.0,Toyota
2011,270000,140000,Diesel,Individual,Manual,Second Owner,24.096385542168676,1968.0,108.5,250.0,5.0,Skoda
2010,130000,50000,Petrol,Individual,Manual,First Owner,24.324324324324326,995.0,62.0,90.3,5.0,Chevrolet
2012,280000,60000,Diesel,Individual,Manual,First Owner,24.096385542168676,1399.0,68.0,160.0,5.0,Ford
2017,710000,50000,Diesel,Individual,Manual,First Owner,29.542168674698797,1248.0,88.5,200.0,7.0,Maruti
2018,780000,35000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2014,400000,70000,Petrol,Individual,Manual,Second Owner,25.810810810810814,1197.0,85.8,114.0,5.0,Maruti
2015,445000,62000,Diesel,Dealer,Manual,First Owner,25.30120481927711,1498.0,74.96,210.0,7.0,Mahindra
2018,480000,45000,Petrol,Individual,Manual,Second Owner,32.21621621621622,1199.0,84.0,114.0,5.0,Tata
2005,250000,90000,Petrol,Individual,Automatic,Second Owner,,,,,,Honda
2018,950000,30000,Diesel,Individual,Manual,First Owner,27.710843373493976,1498.0,98.96,205.0,5.0,Ford
2017,850000,55000,Diesel,Individual,Automatic,First Owner,23.626506024096386,1461.0,108.5,248.0,5.0,Nissan
2013,350000,90000,Petrol,Individual,Manual,Second Owner,25.0,1197.0,82.85,113.7,5.0,Hyundai
2010,65000,26432,Petrol,Dealer,Manual,First Owner,34.32432432432432,624.0,37.48,51.0,4.0,Tata
2012,200000,180000,Diesel,Individual,Manual,First Owner,22.16867469879518,1248.0,75.0,190.0,5.0,Tata
2016,520000,20000,Petrol,Individual,Manual,First Owner,27.567567567567565,1197.0,81.8,113.0,5.0,Maruti
2011,130000,70000,Petrol,Individual,Manual,Second Owner,22.2972972972973,1172.0,65.0,96.0,5.0,Tata
2005,90000,100000,Petrol,Individual,Manual,Fourth & Above Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2014,400000,80000,Petrol,Individual,Manual,Second Owner,25.54054054054054,1197.0,82.0,114.0,5.0,Hyundai
2012,225000,87237,Diesel,Dealer,Manual,Second Owner,24.096385542168676,1399.0,68.05,160.0,5.0,Ford
2008,890000,70000,Diesel,Individual,Automatic,Third Owner,,,,,,BMW
2001,45000,5000,Petrol,Individual,Manual,Second Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2014,2200000,60000,Diesel,Individual,Automatic,First Owner,21.30120481927711,1968.0,174.33,380.0,5.0,Audi
2012,700000,246000,Diesel,Individual,Manual,Second Owner,15.650602409638555,2494.0,100.0,200.0,7.0,Toyota
2017,475000,20000,Petrol,Individual,Automatic,First Owner,27.716216216216218,998.0,67.0,90.0,5.0,Maruti
2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.421686746987953,2494.0,102.0,200.0,7.0,Toyota
2014,300000,49025,Petrol,Individual,Manual,First Owner,20.77027027027027,1196.0,73.0,101.0,5.0,Maruti
2017,250000,20000,Petrol,Individual,Manual,First Owner,32.36486486486486,998.0,67.05,90.0,5.0,Maruti
2017,440000,45000,Petrol,Individual,Manual,First Owner,27.216216216216218,1197.0,81.86,113.75,5.0,Hyundai
2012,100000,30000,Petrol,Individual,Manual,First Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2016,741000,70000,Diesel,Individual,Manual,First Owner,18.55421686746988,1997.0,120.0,280.0,7.0,Mahindra
2008,215000,110000,Petrol,Individual,Manual,Second Owner,23.91891891891892,1497.0,78.0,124.50980392156863,5.0,Honda
2015,465000,63063,Petrol,Dealer,Automatic,First Owner,25.54054054054054,1197.0,82.0,114.0,5.0,Hyundai
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,22.675675675675677,1496.0,88.73,132.0,5.0,Toyota
2006,150000,100000,Petrol,Individual,Manual,Second Owner,,,,,,Hyundai
2014,645000,150360,Diesel,Individual,Manual,First Owner,26.89156626506024,1582.0,126.32,259.8,5.0,Hyundai
2015,450000,155000,Diesel,Individual,Automatic,First Owner,17.843373493975903,1998.0,163.7,360.0,5.0,Chevrolet
2018,560000,50000,Diesel,Individual,Manual,First Owner,31.084337349397593,1498.0,98.6,200.0,5.0,Honda
2013,600000,125531,Diesel,Dealer,Manual,Second Owner,27.433734939759038,1498.0,98.59,205.0,5.0,Ford
2019,811000,43000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.76,224.0,5.0,Hyundai
2015,200000,40000,Diesel,Individual,Manual,First Owner,30.65060240963856,936.0,56.3,142.5,5.0,Chevrolet
2018,680000,8576,Petrol,Dealer,Manual,First Owner,25.27027027027027,1199.0,88.7,110.0,5.0,Honda
2011,200000,84321,Diesel,Individual,Manual,First Owner,28.397590361445786,1396.0,70.0,140.0,5.0,Tata
2016,611000,77000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2011,200000,110000,Diesel,Individual,Manual,Second Owner,20.481927710843376,1405.0,71.0,135.0,5.0,Tata
2016,1670000,25000,Diesel,Individual,Manual,Second Owner,16.481927710843372,2393.0,147.8,343.0,7.0,Toyota
2017,780000,28000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2016,160000,50000,Petrol,Individual,Manual,Second Owner,21.89189189189189,995.0,62.1,90.3,5.0,Chevrolet
2016,500000,40000,Petrol,Individual,Manual,First Owner,27.567567567567565,1197.0,81.8,113.0,5.0,Maruti
2019,700000,17000,Petrol,Individual,Manual,First Owner,25.135135135135137,1197.0,81.86,114.73,5.0,Hyundai
2011,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,30.65060240963856,936.0,57.6,150.0,5.0,Chevrolet
2019,1225000,6544,Diesel,Individual,Manual,First Owner,24.096385542168676,1497.0,115.0,300.0,5.0,Mahindra
2018,5830000,30000,Diesel,Individual,Automatic,First Owner,20.590361445783135,2993.0,261.4,620.0,4.0,BMW
2015,290000,42000,Petrol,Individual,Manual,First Owner,32.36486486486486,998.0,67.05,90.0,5.0,Maruti
2005,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,19.397590361445786,1405.0,70.0,132.3529411764706,5.0,Tata
2012,220000,75000,Diesel,Individual,Manual,First Owner,27.807228915662648,1461.0,63.12,160.0,5.0,Renault
2011,365000,65000,Diesel,Dealer,Manual,Second Owner,24.746987951807228,1598.0,103.6,250.0,5.0,Volkswagen
2018,220000,10000,Petrol,Individual,Manual,First Owner,22.702702702702705,796.0,34.2,59.0,8.0,Maruti
2014,260000,38000,Diesel,Individual,Manual,First Owner,26.62650602409639,1248.0,74.0,190.0,5.0,Chevrolet
2011,1500000,84925,Diesel,Individual,Automatic,First Owner,19.36144578313253,1995.0,181.0,380.0,5.0,BMW
2011,375000,35000,Diesel,Individual,Manual,Second Owner,26.89156626506024,1582.0,126.32,259.8,5.0,Hyundai
2020,578000,5000,Petrol,Individual,Manual,First Owner,28.662162162162165,1197.0,81.8,113.0,5.0,Maruti
2017,352000,68850,Petrol,Dealer,Manual,First Owner,25.54054054054054,998.0,67.1,90.0,5.0,Maruti
2009,365000,110000,Diesel,Individual,Automatic,Second Owner,14.204819277108433,2179.0,120.0,290.0,8.0,Mahindra
1999,50000,60000,Petrol,Individual,Manual,Fourth & Above Owner,23.37837837837838,993.0,60.0,78.0,5.0,Maruti
2016,565000,72000,Diesel,Dealer,Manual,First Owner,,,,,,Maruti
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,29.72972972972973,1197.0,81.8,113.0,5.0,Maruti
2013,520000,58000,Diesel,Individual,Manual,First Owner,28.19277108433735,1248.0,74.0,190.0,5.0,Maruti
2013,300000,70000,Diesel,Individual,Manual,First Owner,28.19277108433735,1248.0,74.0,190.0,5.0,Maruti
2002,40000,80000,Petrol,Individual,Manual,Third Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2015,400000,25000,Diesel,Individual,Manual,First Owner,33.277108433734945,793.0,47.0,125.0,5.0,Maruti
2017,300000,35000,Petrol,Individual,Manual,First Owner,31.094594594594597,999.0,67.0,91.0,5.0,Renault
2012,500000,53000,Diesel,Individual,Manual,Second Owner,27.710843373493976,1396.0,90.0,219.6078431372549,5.0,Hyundai
2019,740000,35000,Diesel,Individual,Manual,First Owner,19.87951807228916,1493.0,70.0,195.0,7.0,Mahindra
2013,451999,69000,Diesel,Individual,Manual,First Owner,26.3855421686747,1396.0,88.76,219.6,5.0,Hyundai
2018,740000,8000,Petrol,Individual,Manual,First Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2016,305000,60000,Petrol,Individual,Manual,Second Owner,30.729729729729726,796.0,47.3,69.0,5.0,Maruti
2017,340000,25000,Petrol,Individual,Manual,First Owner,34.013513513513516,799.0,53.3,72.0,5.0,Renault
2017,450000,56290,Diesel,Dealer,Manual,First Owner,28.91566265060241,1186.0,73.97,190.24,5.0,Hyundai
2010,300000,74000,Petrol,Individual,Manual,Second Owner,17.2972972972973,2354.0,177.6,222.0,5.0,Honda
2011,320000,175000,Diesel,Individual,Manual,Third Owner,19.228915662650603,2523.0,63.0,180.0,9.0,Mahindra
2018,2800000,40000,Diesel,Individual,Automatic,First Owner,19.57831325301205,1968.0,148.0,340.0,7.0,Skoda
2018,450000,35000,Petrol,Individual,Manual,First Owner,27.432432432432435,1199.0,84.0,114.0,5.0,Tata
1998,40000,70000,Petrol,Individual,Manual,Second Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2018,1025000,8000,Diesel,Dealer,Automatic,First Owner,25.903614457831328,1497.0,108.5,260.0,5.0,Tata
2015,1000000,110000,Diesel,Individual,Manual,First Owner,24.63855421686747,1461.0,83.8,200.0,5.0,Nissan
2014,335000,71000,Diesel,Dealer,Manual,First Owner,26.072289156626507,1461.0,84.8,200.0,5.0,Nissan
2017,525000,29029,Petrol,Dealer,Manual,First Owner,25.810810810810814,1197.0,82.0,114.0,5.0,Hyundai
2013,440000,75000,Diesel,Individual,Manual,Second Owner,26.590361445783135,1199.0,73.9,180.0,5.0,Volkswagen
2015,325000,50000,Petrol,Individual,Automatic,First Owner,26.135135135135137,1198.0,76.0,104.0,5.0,Nissan
2011,300000,80000,Diesel,Individual,Manual,Second Owner,13.93975903614458,2179.0,138.1,320.0,7.0,Tata
2018,310000,10000,Petrol,Individual,Manual,First Owner,33.37837837837838,796.0,47.3,69.0,5.0,Maruti
2017,385000,155000,Diesel,Individual,Manual,First Owner,30.120481927710845,1396.0,69.01,140.0,5.0,Tata
2012,500000,120000,Diesel,Individual,Manual,Second Owner,26.26506024096386,1461.0,78.0,240.0,5.0,Renault
2017,600000,30000,Diesel,Individual,Manual,First Owner,31.12048192771084,1498.0,99.0,215.0,5.0,Ford
2005,350000,15000,Diesel,Individual,Manual,Second Owner,,,,,,Mahindra
2017,380000,80000,Diesel,Individual,Manual,First Owner,30.506024096385545,1198.0,77.0,190.0,6.0,Mahindra
2017,819999,50000,Diesel,Individual,Manual,First Owner,23.93975903614458,1461.0,83.8,200.0,5.0,Renault
2017,625000,72000,Diesel,Individual,Manual,First Owner,16.783132530120483,2179.0,138.03,320.0,7.0,Tata
2011,160000,25000,Petrol,Individual,Manual,Second Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2011,135000,120000,Diesel,Individual,Manual,Second Owner,24.096385542168676,1399.0,68.0,160.0,5.0,Ford
2013,459999,60000,Diesel,Individual,Manual,Second Owner,25.626506024096386,1396.0,88.76,219.6,5.0,Hyundai
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,30.22972972972973,2487.0,214.56,202.0,5.0,Lexus
2013,350000,144000,Diesel,Individual,Manual,First Owner,26.3855421686747,1396.0,88.8,219.7,5.0,Hyundai
2018,350000,25000,Petrol,Individual,Manual,First Owner,34.013513513513516,799.0,53.3,72.0,5.0,Renault
2012,550000,130000,Diesel,Individual,Manual,First Owner,18.19277108433735,2179.0,140.0,330.0,7.0,Mahindra
2013,187000,120000,Petrol,Individual,Manual,Second Owner,24.216216216216218,1086.0,62.1,96.1,5.0,Hyundai
2013,300000,200000,Diesel,Individual,Manual,Second Owner,24.180722891566266,1461.0,75.0,185.0,8.0,Ashok
2016,900000,110000,Diesel,Individual,Manual,First Owner,23.698795180722893,1582.0,126.2,259.9,5.0,Hyundai
2012,320000,120000,Diesel,Individual,Manual,First Owner,,,,,,Toyota
2013,300000,60000,Diesel,Individual,Manual,Second Owner,28.313253012048193,1498.0,90.0,204.0,5.0,Ford
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,15.650602409638555,2494.0,100.6,200.0,7.0,Toyota
2010,160000,120000,CNG,Individual,Manual,Second Owner,13.2,1495.0,93.7,124.5,5.0,Hyundai
2012,380000,80000,Diesel,Individual,Manual,Fourth & Above Owner,25.903614457831328,1248.0,88.8,200.0,5.0,Maruti
2016,600000,47000,Diesel,Individual,Manual,First Owner,30.36144578313253,1248.0,74.0,190.0,5.0,Maruti
1997,50000,110000,Petrol,Individual,Manual,Second Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2016,725000,110000,Diesel,Individual,Manual,First Owner,29.542168674698797,1248.0,88.5,200.0,7.0,Maruti
2016,650000,10000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2019,5200000,17000,Petrol,Dealer,Automatic,First Owner,20.27027027027027,1991.0,194.4,300.0,5.0,Mercedes-Benz
2011,277000,55403,Petrol,Dealer,Manual,First Owner,25.135135135135137,1197.0,85.8,114.0,5.0,Maruti
2000,100000,60000,Petrol,Individual,Manual,First Owner,25.0,796.0,53.0,71.0,5.0,Daewoo
2012,610000,90000,Diesel,Individual,Manual,First Owner,15.421686746987953,2494.0,102.0,200.0,8.0,Toyota
2019,3800000,20000,Diesel,Individual,Automatic,First Owner,21.686746987951807,1969.0,190.0,400.0,5.0,Volvo
2016,850000,120000,Diesel,Individual,Manual,First Owner,28.795180722891565,1582.0,126.32,259.8,5.0,Hyundai
2018,910000,36500,Diesel,Dealer,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,24.594594594594593,1199.0,88.7,110.0,5.0,Honda
2015,1100000,110000,Diesel,Individual,Manual,First Owner,19.27710843373494,2179.0,140.0,330.0,7.0,Mahindra
2018,320000,35000,Petrol,Individual,Manual,First Owner,30.405405405405407,999.0,67.0,91.0,5.0,Datsun
